Data;Cod articol;Denumire articol;Locatie sursa;Locatie destinatie;Palet sursa;Palet destinatie;Numar comanda;Depozit;Partener;Tip operatiune;Cantitate;Persoana;Cod-motiv;Document intrare;Document comanda;Lot;UM;Proprietar;Detalii
16/04/2026 14:39:38;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030694_DC;Depozit Principal;;Ajustare negativa;-61.2;Adrian Oprea;PRODUCTION-IN;0030694_DC;0030694_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030694_DC
16/04/2026 14:47:17;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030696_DC;Depozit Principal;;Ajustare negativa;-79.8;Adrian Oprea;PRODUCTION-IN;0030696_DC;0030696_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030696_DC
16/04/2026 14:50:57;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030698_DC;Depozit Principal;;Ajustare negativa;-21.42;Adrian Oprea;PRODUCTION-IN;0030698_DC;0030698_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030698_DC
16/04/2026 15:12:13;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030701_FL;Depozit Principal;;Ajustare negativa;-19;MIHAI MIHALACHE;PRODUCTION-IN;0030701_FL;0030701_FL;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: FILETARE 0030701_FL
16/04/2026 15:14:12;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030703_DC;Depozit Principal;;Ajustare negativa;-19;MIHAI MIHALACHE;PRODUCTION-IN;0030703_DC;0030703_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030703_DC
16/04/2026 15:16:16;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030705_EV;Depozit Principal;;Ajustare negativa;-9.5;MIHAI MIHALACHE;PRODUCTION-IN;0030705_EV;0030705_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030705_EV
16/04/2026 15:51:07;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030715_AE;Depozit Principal;;Ajustare negativa;-1071;MIHAI MIHALACHE;PRODUCTION-IN;0030715_AE;0030715_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030715_AE
16/04/2026 15:51:08;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030715_AE;Depozit Principal;;Ajustare negativa;-132.3;MIHAI MIHALACHE;PRODUCTION-IN;0030715_AE;0030715_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030715_AE
16/04/2026 15:54:39;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030717_DC;Depozit Principal;;Ajustare negativa;-102;MIHAI MIHALACHE;PRODUCTION-IN;0030717_DC;0030717_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030717_DC
16/04/2026 17:01:03;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030719_AE;Depozit Principal;;Ajustare negativa;-1317.5;MIHAI MIHALACHE;PRODUCTION-IN;0030719_AE;0030719_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030719_AE
16/04/2026 17:01:04;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030719_AE;Depozit Principal;;Ajustare negativa;-162.75;MIHAI MIHALACHE;PRODUCTION-IN;0030719_AE;0030719_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030719_AE
16/04/2026 16:22:46;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030724_FL;Depozit Principal;;Ajustare negativa;-2;MIHAI MIHALACHE;PRODUCTION-IN;0030724_FL;0030724_FL;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: FILETARE 0030724_FL
16/04/2026 17:58:01;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030728_AE;Depozit Principal;;Ajustare negativa;-1360;MIHAI MIHALACHE;PRODUCTION-IN;0030728_AE;0030728_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030728_AE
16/04/2026 17:58:02;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030728_AE;Depozit Principal;;Ajustare negativa;-168;MIHAI MIHALACHE;PRODUCTION-IN;0030728_AE;0030728_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030728_AE
16/04/2026 20:15:52;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030730_DC;Depozit Principal;;Ajustare negativa;-252;MIHAI MIHALACHE;PRODUCTION-IN;0030730_DC;0030730_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030730_DC
16/04/2026 18:13:48;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030732_AE;Depozit Principal;;Ajustare negativa;-20.4;MIHAI MIHALACHE;PRODUCTION-IN;0030732_AE;0030732_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030732_AE
16/04/2026 18:59:33;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030734_AE;Depozit Principal;;Ajustare negativa;-20.4;MIHAI MIHALACHE;PRODUCTION-IN;0030734_AE;0030734_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030734_AE
16/04/2026 19:03:16;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030736_AE;Depozit Principal;;Ajustare negativa;-19.38;MIHAI MIHALACHE;PRODUCTION-IN;0030736_AE;0030736_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030736_AE
17/04/2026 15:22:58;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030738_DC;Depozit Principal;;Ajustare negativa;-51;MIHAI MIHALACHE;PRODUCTION-IN;0030738_DC;0030738_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030738_DC
16/04/2026 20:20:18;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030740_AE;Depozit Principal;;Ajustare negativa;-48.96;MIHAI MIHALACHE;PRODUCTION-IN;0030740_AE;0030740_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030740_AE
16/04/2026 20:57:22;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030742_AE;Depozit Principal;;Ajustare negativa;-48.96;MIHAI MIHALACHE;PRODUCTION-IN;0030742_AE;0030742_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030742_AE
16/04/2026 21:03:25;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030744_DC;Depozit Principal;;Ajustare negativa;-84;MIHAI MIHALACHE;PRODUCTION-IN;0030744_DC;0030744_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030744_DC
17/04/2026 06:49:18;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030746_DC;Depozit Principal;;Ajustare negativa;-86.7;Adrian Oprea;PRODUCTION-IN;0030746_DC;0030746_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030746_DC
17/04/2026 07:58:53;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030749_EV;Depozit Principal;;Ajustare negativa;-9.5;Adrian Oprea;PRODUCTION-IN;0030749_EV;0030749_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030749_EV
17/04/2026 08:07:49;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030752_EV;Depozit Principal;;Ajustare negativa;-9.5;Adrian Oprea;PRODUCTION-IN;0030752_EV;0030752_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030752_EV
17/04/2026 08:03:27;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030750_EV;Depozit Principal;;Ajustare negativa;-38;Adrian Oprea;PRODUCTION-IN;0030750_EV;0030750_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030750_EV
17/04/2026 08:06:12;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030751_DC;Depozit Principal;;Ajustare negativa;-67.5;Adrian Oprea;PRODUCTION-IN;0030751_DC;0030751_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030751_DC
17/04/2026 08:14:22;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030759_DC;Depozit Principal;;Ajustare negativa;-571.2;Adrian Oprea;PRODUCTION-IN;0030759_DC;0030759_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030759_DC
17/04/2026 09:06:47;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030761_DC;Depozit Principal;;Ajustare negativa;-168;Adrian Oprea;PRODUCTION-IN;0030761_DC;0030761_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030761_DC
17/04/2026 08:53:01;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030763_DC;Depozit Principal;;Ajustare negativa;-100.8;Adrian Oprea;PRODUCTION-IN;0030763_DC;0030763_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030763_DC
17/04/2026 09:57:24;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030768_DC;Depozit Principal;;Ajustare negativa;-1020;Adrian Oprea;PRODUCTION-IN;0030768_DC;0030768_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030768_DC
17/04/2026 12:33:25;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030770_DC;Depozit Principal;;Ajustare negativa;-245.7;Adrian Oprea;PRODUCTION-IN;0030770_DC;0030770_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030770_DC
17/04/2026 11:38:50;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030774_DC;Depozit Principal;;Ajustare negativa;-952;Adrian Oprea;PRODUCTION-IN;0030774_DC;0030774_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030774_DC
17/04/2026 14:34:14;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030776_DC;Depozit Principal;;Ajustare negativa;-388.5;Adrian Oprea;PRODUCTION-IN;0030776_DC;0030776_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030776_DC
17/04/2026 13:12:25;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030778_DC;Depozit Principal;;Ajustare negativa;-798;Adrian Oprea;PRODUCTION-IN;0030778_DC;0030778_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030778_DC
17/04/2026 14:57:12;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030780_DC;Depozit Principal;;Ajustare negativa;-1710;MIHAI MIHALACHE;PRODUCTION-IN;0030780_DC;0030780_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030780_DC
17/04/2026 15:03:24;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030784_AE;Depozit Principal;;Ajustare negativa;-48.96;MIHAI MIHALACHE;PRODUCTION-IN;0030784_AE;0030784_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030784_AE
17/04/2026 15:31:57;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030789_DC;Depozit Principal;;Ajustare negativa;-28.5;MIHAI MIHALACHE;PRODUCTION-IN;0030789_DC;0030789_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030789_DC
17/04/2026 15:33:36;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030791_EV;Depozit Principal;;Ajustare negativa;-19;MIHAI MIHALACHE;PRODUCTION-IN;0030791_EV;0030791_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030791_EV
17/04/2026 15:36:12;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030793_AE;Depozit Principal;;Ajustare negativa;-9.45;MIHAI MIHALACHE;PRODUCTION-IN;0030793_AE;0030793_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030793_AE
17/04/2026 15:38:57;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030795_FL;Depozit Principal;;Ajustare negativa;-76;MIHAI MIHALACHE;PRODUCTION-IN;0030795_FL;0030795_FL;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: FILETARE 0030795_FL
17/04/2026 15:41:43;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030799_AE;Depozit Principal;;Ajustare negativa;-10.5;MIHAI MIHALACHE;PRODUCTION-IN;0030799_AE;0030799_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030799_AE
17/04/2026 15:58:38;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030801_DC;Depozit Principal;;Ajustare negativa;-35.7;MIHAI MIHALACHE;PRODUCTION-IN;0030801_DC;0030801_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030801_DC
17/04/2026 16:07:24;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030803_AE;Depozit Principal;;Ajustare negativa;-48.96;MIHAI MIHALACHE;PRODUCTION-IN;0030803_AE;0030803_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030803_AE
17/04/2026 16:25:09;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030805_AE;Depozit Principal;;Ajustare negativa;-10.5;MIHAI MIHALACHE;PRODUCTION-IN;0030805_AE;0030805_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030805_AE
17/04/2026 16:27:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030807_EV;Depozit Principal;;Ajustare negativa;-9.45;MIHAI MIHALACHE;PRODUCTION-IN;0030807_EV;0030807_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030807_EV
17/04/2026 16:30:00;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030809_DC;Depozit Principal;;Ajustare negativa;-135;MIHAI MIHALACHE;PRODUCTION-IN;0030809_DC;0030809_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030809_DC
17/04/2026 16:34:28;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030813_AE;Depozit Principal;;Ajustare negativa;-35.7;MIHAI MIHALACHE;PRODUCTION-IN;0030813_AE;0030813_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030813_AE
17/04/2026 16:46:28;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030812_EV;Depozit Principal;;Ajustare negativa;-47.5;MIHAI MIHALACHE;PRODUCTION-IN;0030812_EV;0030812_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030812_EV
17/04/2026 16:48:07;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030816_EV;Depozit Principal;;Ajustare negativa;-38;MIHAI MIHALACHE;PRODUCTION-IN;0030816_EV;0030816_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030816_EV
17/04/2026 16:49:49;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030818_EV;Depozit Principal;;Ajustare negativa;-28.5;MIHAI MIHALACHE;PRODUCTION-IN;0030818_EV;0030818_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030818_EV
17/04/2026 16:54:45;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030823_AE;Depozit Principal;;Ajustare negativa;-47.5;MIHAI MIHALACHE;PRODUCTION-IN;0030823_AE;0030823_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030823_AE
17/04/2026 16:55:44;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030825_EV;Depozit Principal;;Ajustare negativa;-47.5;MIHAI MIHALACHE;PRODUCTION-IN;0030825_EV;0030825_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0030825_EV
17/04/2026 16:58:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030827_DC;Depozit Principal;;Ajustare negativa;-38;MIHAI MIHALACHE;PRODUCTION-IN;0030827_DC;0030827_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030827_DC
17/04/2026 17:04:30;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030829_DC;Depozit Principal;;Ajustare negativa;-67.2;MIHAI MIHALACHE;PRODUCTION-IN;0030829_DC;0030829_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030829_DC
17/04/2026 17:56:01;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030833_AE;Depozit Principal;;Ajustare negativa;-132.3;MIHAI MIHALACHE;PRODUCTION-IN;0030833_AE;0030833_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030833_AE
17/04/2026 17:47:48;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030835_AE;Depozit Principal;;Ajustare negativa;-48.96;MIHAI MIHALACHE;PRODUCTION-IN;0030835_AE;0030835_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030835_AE
17/04/2026 18:07:26;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030837_AE;Depozit Principal;;Ajustare negativa;-32.64;MIHAI MIHALACHE;PRODUCTION-IN;0030837_AE;0030837_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030837_AE
17/04/2026 19:25:14;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030839_AE;Depozit Principal;;Ajustare negativa;-89.25;MIHAI MIHALACHE;PRODUCTION-IN;0030839_AE;0030839_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030839_AE
17/04/2026 19:22:01;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030842_DC;Depozit Principal;;Ajustare negativa;-12.8;MIHAI MIHALACHE;PRODUCTION-IN;0030842_DC;0030842_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030842_DC
17/04/2026 19:54:47;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030844_DC;Depozit Principal;;Ajustare negativa;-153.6;MIHAI MIHALACHE;PRODUCTION-IN;0030844_DC;0030844_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030844_DC
17/04/2026 20:13:21;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030849_AE;Depozit Principal;;Ajustare negativa;-89.25;MIHAI MIHALACHE;PRODUCTION-IN;0030849_AE;0030849_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030849_AE
17/04/2026 20:30:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030853_DC;Depozit Principal;;Ajustare negativa;-42;MIHAI MIHALACHE;PRODUCTION-IN;0030853_DC;0030853_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030853_DC
17/04/2026 21:13:53;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030855_DC;Depozit Principal;;Ajustare negativa;-96.6;MIHAI MIHALACHE;PRODUCTION-IN;0030855_DC;0030855_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030855_DC
17/04/2026 21:18:44;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030857_DC;Depozit Principal;;Ajustare negativa;-52.5;MIHAI MIHALACHE;PRODUCTION-IN;0030857_DC;0030857_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030857_DC
17/04/2026 21:21:54;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030861_DC;Depozit Principal;;Ajustare negativa;-113.4;MIHAI MIHALACHE;PRODUCTION-IN;0030861_DC;0030861_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030861_DC
17/04/2026 21:25:58;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030863_DC;Depozit Principal;;Ajustare negativa;-403.2;MIHAI MIHALACHE;PRODUCTION-IN;0030863_DC;0030863_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030863_DC
17/04/2026 21:33:14;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030865_DC;Depozit Principal;;Ajustare negativa;-332.5;MIHAI MIHALACHE;PRODUCTION-IN;0030865_DC;0030865_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030865_DC
17/04/2026 21:47:02;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030867_DC;Depozit Principal;;Ajustare negativa;-35.7;MIHAI MIHALACHE;PRODUCTION-IN;0030867_DC;0030867_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030867_DC
17/04/2026 21:58:37;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030870_DC;Depozit Principal;;Ajustare negativa;-52.5;MIHAI MIHALACHE;PRODUCTION-IN;0030870_DC;0030870_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030870_DC
17/04/2026 22:05:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030872_DC;Depozit Principal;;Ajustare negativa;-3;MIHAI MIHALACHE;PRODUCTION-IN;0030872_DC;0030872_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030872_DC
17/04/2026 22:07:27;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030874_DC;Depozit Principal;;Ajustare negativa;-11;MIHAI MIHALACHE;PRODUCTION-IN;0030874_DC;0030874_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030874_DC
17/04/2026 22:09:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030876_DC;Depozit Principal;;Ajustare negativa;-4;MIHAI MIHALACHE;PRODUCTION-IN;0030876_DC;0030876_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030876_DC
20/04/2026 07:48:08;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030878_AE;Depozit Principal;;Ajustare negativa;-1739;Adrian Oprea;PRODUCTION-IN;0030878_AE;0030878_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030878_AE
20/04/2026 09:30:09;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030880_AE;Depozit Principal;;Ajustare negativa;-2565;Adrian Oprea;PRODUCTION-IN;0030880_AE;0030880_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030880_AE
20/04/2026 10:05:29;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030882_AE;Depozit Principal;;Ajustare negativa;-2176;Adrian Oprea;PRODUCTION-IN;0030882_AE;0030882_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030882_AE
20/04/2026 10:05:29;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030882_AE;Depozit Principal;;Ajustare negativa;-268.8;Adrian Oprea;PRODUCTION-IN;0030882_AE;0030882_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030882_AE
20/04/2026 13:42:00;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030886_DC;Depozit Principal;;Ajustare negativa;-161.16;Adrian Oprea;PRODUCTION-IN;0030886_DC;0030886_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030886_DC
20/04/2026 12:16:36;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030888_DC;Depozit Principal;;Ajustare negativa;-237.3;Adrian Oprea;PRODUCTION-IN;0030888_DC;0030888_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0030888_DC
